[ 2026-06-03 12:19:54,499 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-03 12:19:57,804 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-03 12:19:57,804 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-03 12:19:57,805 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-03 12:19:57,878 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-03 12:19:57,879 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-03 12:19:57,889 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-03 12:19:57,925 ] 32 root - INFO - Required number of columns:2
[ 2026-06-03 12:19:57,926 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-03 12:19:57,926 ] 32 root - INFO - Required number of columns:2
[ 2026-06-03 12:19:57,926 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-03 12:19:58,113 ] 30 root - INFO - data Validation Completed
[ 2026-06-03 12:19:58,114 ] 34 root - INFO - data Transformation started
[ 2026-06-03 12:19:58,114 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-03 12:19:58,114 ] 65 root - INFO - Starting data transformation
[ 2026-06-03 12:19:58,155 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-03 12:19:58,155 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-03 12:19:58,174 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-03 12:19:58,179 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-03 12:19:58,179 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-03 12:19:58,182 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-03 12:19:58,184 ] 38 root - INFO - data Transformation completed
[ 2026-06-03 12:19:58,184 ] 40 root - INFO - Model Training sstared
[ 2026-06-03 12:25:57,968 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-03 12:25:57,972 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-03 12:25:57,973 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-03 12:25:58,046 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-03 12:25:58,046 ] 153 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_03_2026_12_19_45\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9917841566081753, precision_score=0.9898764932172505, recall_score=0.9936991869918699), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.970131421744325, precision_score=0.9560439560439561, recall_score=0.98464025869038))
[ 2026-06-03 12:25:58,052 ] 45 root - INFO - Model Training artifact created
